uq_ortho_gene_id	tax_id	prot_seq_id	uniprot_id	ensemble_gene_name	ncbi_gid	description
9796_0:000140	9796_0	TDRD1			100068184	tudor domain-containing protein 1 isoform X1
9796_0:000141	9796_0	C2CD4A			111767569	C2 calcium-dependent domain-containing protein 4A
9796_0:000142	9796_0	POLG	F6VI74		100053827	DNA polymerase gamma, catalytic subunit
9796_0:000143	9796_0	LOC102149178			102149178	carbohydrate-binding protein AQN-1
9796_0:000144	9796_0	MSS51			100063915	putative protein MSS51 homolog, mitochondrial isoform X1
9796_0:000145	9796_0	LOC100066391			100066391	olfactory receptor 226-like
9796_0:000146	9796_0	IRF2BP2			100059147	interferon regulatory factor 2-binding protein 2 isoform X1
9796_0:000147	9796_0	RAM1	W0UVI8		100629968	Ribonuclease A M1
9796_0:000148	9796_0	LOC111767413			111767413	granzyme B-like isoform X1
9796_0:000149	9796_0	WAPL			100052524	wings apart-like protein homolog isoform X1
9796_0:00014a	9796_0	NEDD4			100054735	E3 ubiquitin-protein ligase NEDD4 isoform X1
9796_0:00014b	9796_0	DNAJC12	F6SN70		100062971	DnaJ heat shock protein family (Hsp40) member C12
9796_0:00014c	9796_0	SNCG	F6ZPR2		100052349	Gamma-synuclein
9796_0:00014d	9796_0	VAX1			100067354	ventral anterior homeobox 1
9796_0:00014e	9796_0	LOC100072300	F7BTI9		100072300	Olfactory receptor
9796_0:00014f	9796_0	DUOXA1	F6YES2		102151038	Dual oxidase maturation factor 1
9796_0:000150	9796_0	NYNRIN			100054117	protein NYNRIN
9796_0:000151	9796_0	NKX2-3	F7D501		100070479	NK2 homeobox 3
9796_0:000152	9796_0	FBXW4			100070086	F-box/WD repeat-containing protein 4 isoform X1
9796_0:000153	9796_0	K9K3S2_HORSE	K9K3S2		100051100	Snurportin-1
9796_0:000154	9796_0	PCDH15			100071973	protocadherin-15
9796_0:000155	9796_0	LOC100049805			100049805	granzyme B
9796_0:000156	9796_0	DNAAF2			100065764	protein kintoun
9796_0:000157	9796_0	LOC100072163			100072163	olfactory receptor 4F3/4F16/4F29-like
9796_0:000158	9796_0	LOC111767871			111767871	solute carrier family 12 member 1 isoform X3
9796_0:000159	9796_0	ZFHX2	F6ZYQ6		100052278	Zinc finger homeobox 2
9796_0:00015a	9796_0	WDR73	F6T4D2		100068587	WD repeat domain 73
9796_0:00015b	9796_0	RHOU			100066194	rho-related GTP-binding protein RhoU
9796_0:00015c	9796_0	LRRC20	F6UXY5		100063458	Leucine rich repeat containing 20
9796_0:00015d	9796_0	RPL10L			100064278	60S ribosomal protein L10-like
9796_0:00015e	9796_0	NEDD8	F7A2Q9		100051307	Neural precursor cell expressed, developmentally down-regulated 8
9796_0:00015f	9796_0	CDH23			100146534	cadherin-23 isoform X2
9796_0:000160	9796_0	RPS29	F7AJL6		100051535	Ribosomal protein S29
9796_0:000161	9796_0	IRF9			100051589	interferon regulatory factor 9 isoform X1
9796_0:000162	9796_0	SFTPA1	F7AUX9		100033826	Pulmonary surfactant-associated protein A
9796_0:000163	9796_0	GDF10			100063615	growth/differentiation factor 10
9796_0:000164	9796_0	K9KC84_HORSE;LGALS8	F6TMY5		100050491	Galectin
9796_0:000165	9796_0	DEPP1			102150502	protein DEPP1 isoform X1
9796_0:000166	9796_0	AGBL1			100070057	cytosolic carboxypeptidase 4 isoform X1
9796_0:000167	9796_0	AP1G2			100052094	AP-1 complex subunit gamma-like 2
9796_0:000168	9796_0	DRGX	F6UMR3		100051674	Dorsal root ganglia homeobox
9796_0:000169	9796_0	LOC100053001			100053001	granzyme H-like
9796_0:00016a	9796_0	LOC111775272			111775272	relaxin-3 receptor 1-like
9796_0:00016b	9796_0	SYCE1			100067156	synaptonemal complex central element protein 1 isoform X1
9796_0:00016c	9796_0	TGM7			100630434	protein-glutamine gamma-glutamyltransferase Z
9796_0:00016d	9796_0	LOC100071911	F7DZZ4		100071911	Olfactory receptor
9796_0:00016e	9796_0	LOC100058524			100058524	olfactory receptor 11H6-like
9796_0:00016f	9796_0	IDH2			100069086	isocitrate dehydrogenase 
9796_0:000170	9796_0	NUP133	F6U4N4		100065427	Nucleoporin 133
9796_0:000171	9796_0	PAOX	F7CN68		100629322	Polyamine oxidase
9796_0:000172	9796_0	LOC100052105			100052105	neuropeptide Y receptor type 4 isoform X1
9796_0:000173	9796_0	ZSWIM8			100064078	zinc finger SWIM domain-containing protein 8 isoform X1
9796_0:000174	9796_0	EFS			100052394	embryonal Fyn-associated substrate
9796_0:000175	9796_0	HOGA1	F6RPW6		100070689	4-hydroxy-2-oxoglutarate aldolase 1
9796_0:000176	9796_0	SAMD8	F7B1Q0		100072934	Sterile alpha motif domain containing 8
9796_0:000177	9796_0	LOC111768996			111768996	granzyme B-like isoform X3
9796_0:000178	9796_0	LACTB			100067278	serine beta-lactamase-like protein LACTB, mitochondrial isoform X1
9796_0:000179	9796_0	AP4S1	F6Y5S2		100050137	AP complex subunit sigma
9796_0:00017a	9796_0	NPAS3			100050414	neuronal PAS domain-containing protein 3 isoform X9
9796_0:00017b	9796_0	R3HCC1L	F7DYG3		100060832	R3H domain and coiled-coil containing 1 like
9796_0:00017c	9796_0	PGBD5			102149533	piggyBac transposable element-derived protein 5
9796_0:00017d	9796_0	LOC100067042			100067042	LOW QUALITY PROTEIN: olfactory receptor 13A1-like
9796_0:00017e	9796_0	TMEM72	F6Y7T4		100629248	Transmembrane protein 72
9796_0:00017f	9796_0	POLL			100070125	DNA polymerase lambda isoform X1
9796_0:000180	9796_0	TMED3			100059703	transmembrane emp24 domain-containing protein 3
9796_0:000181	9796_0	MORN4	F6UBK3		100060983	MORN repeat containing 4
9796_0:000182	9796_0	FKBP3			100063728	peptidyl-prolyl cis-trans isomerase FKBP3 isoform X1
9796_0:000183	9796_0	AVEN			100071845	cell death regulator Aven
9796_0:000184	9796_0	LOC111772489			111772489	granzyme H-like isoform X1
9796_0:000185	9796_0	LOC100053576			100053576	tubulin polyglutamylase TTLL13P isoform X1
9796_0:000186	9796_0	LOC102149720			102149720	LOW QUALITY PROTEIN: TGFB1-induced anti-apoptotic factor 1
9796_0:000187	9796_0	LOC100071941	F6X7K3		100071941	Olfactory receptor
9796_0:000188	9796_0	SPESP1			100064996	sperm equatorial segment protein 1
9796_0:000189	9796_0	HECTD1	F6YMU8		100050203	HECT domain E3 ubiquitin protein ligase 1
9796_0:00018a	9796_0	OTUD7A			100060048	OTU domain-containing protein 7A isoform X1
9796_0:00018b	9796_0	RPAP1			100056875	RNA polymerase II-associated protein 1
9796_0:00018c	9796_0	LTB4R			102148203	leukotriene B4 receptor 1
9796_0:00018d	9796_0	CHMP4A			100051233	LOW QUALITY PROTEIN: charged multivesicular body protein 4a
9796_0:00018e	9796_0	SH2D7			100060049	SH2 domain-containing protein 7
9796_0:00018f	9796_0	PLA2G4B			100071062	cytosolic phospholipase A2 beta isoform X1
9796_0:000190	9796_0	RPUSD2			100071360	RNA pseudouridylate synthase domain-containing protein 2
9796_0:000191	9796_0	A5YBL9_HORSE	A5YBL9		100053881	FAM96A
9796_0:000192	9796_0	MYO5C	F7AL27		100069562	Myosin VC
9796_0:000193	9796_0	SH3PXD2A			100059600	SH3 and PX domain-containing protein 2A isoform X1
9796_0:000194	9796_0	LOC102149093			102149093	transmembrane emp24 domain-containing protein 2
9796_0:000195	9796_0	MBIP	F7B8Q0		100050882	MAP3K12 binding inhibitory protein 1
9796_0:000196	9796_0	ADAM10			100068314	disintegrin and metalloproteinase domain-containing protein 10 isoform X1
9796_0:000197	9796_0	LOC100061542	F7CQZ6		100061542	LOC100061542
9796_0:000198	9796_0	PRC1			100069001	protein regulator of cytokinesis 1 isoform X1
9796_0:000199	9796_0	GOLGA7B			100070662	golgin subfamily A member 7B
9796_0:00019a	9796_0	ARID5B	F7E1S5		100072374	AT-rich interaction domain 5B
9796_0:00019b	9796_0	OR6S1	F6UUE6		100072642	Olfactory receptor family 6 subfamily S member 1
9796_0:00019c	9796_0	CARMIL3			100052034	capping protein, Arp2/3 and myosin-I linker protein 3 isoform X1
9796_0:00019d	9796_0	GPR26			100057676	G-protein coupled receptor 26
9796_0:00019e	9796_0	UBTD1			100070708	ubiquitin domain-containing protein 1 isoform X1
9796_0:00019f	9796_0	VWA2			100068127	von Willebrand factor A domain-containing protein 2
9796_0:0001a0	9796_0	KIAA1024	F6S8X2		100050069	KIAA1024
9796_0:0001a1	9796_0	PATL2			100070621	protein PAT1 homolog 2
9796_0:0001a2	9796_0	TTC23			100055995	tetratricopeptide repeat protein 23 isoform X1
9796_0:0001a3	9796_0	PTGDR			100067254	prostaglandin D2 receptor isoform X1
9796_0:0001a4	9796_0	LOC100072282	F7DDG9		100072282	Olfactory receptor
9796_0:0001a5	9796_0	LOC102148204			102148204	LOW QUALITY PROTEIN: non-secretory ribonuclease
9796_0:0001a6	9796_0	PPP1R14D	F7DGQ5		100629539	PPP1R14D
9796_0:0001a7	9796_0	GCHFR			100071314	GTP cyclohydrolase 1 feedback regulatory protein
9796_0:0001a8	9796_0	LOC100072000			100072000	LOW QUALITY PROTEIN: olfactory receptor 4L1-like
9796_0:0001a9	9796_0	HOMER2			100068333	homer protein homolog 2 isoform X1
9796_0:0001aa	9796_0	COPS2			100055653	COP9 signalosome complex subunit 2 isoform X1
9796_0:0001ab	9796_0	DNAJA4			100060143	dnaJ homolog subfamily A member 4
9796_0:0001ac	9796_0	LRFN5	F6YCE7		100051175	Leucine rich repeat and fibronectin type III domain containing 5
9796_0:0001ad	9796_0	CHAT			100062632	choline O-acetyltransferase
9796_0:0001ae	9796_0	STRN3	F7D0E4		100050070	Striatin 3
9796_0:0001af	9796_0	PNLIPRP1			100067744	inactive pancreatic lipase-related protein 1
9796_0:0001b0	9796_0	BCL2L2	F6PH48		100055644	BCL2 like 2
9796_0:0001b1	9796_0	LOC100064042			100064042	synaptotagmin-15
9796_0:0001b2	9796_0	SLC25A28			100070443	mitoferrin-2 isoform X1
9796_0:0001b3	9796_0	LOC100071061	F6Y342		100071061	LOC100071061
9796_0:0001b4	9796_0	LOC100072508			100072508	olfactory receptor 11H6-like
9796_0:0001b5	9796_0	GNB5			100146498	guanine nucleotide-binding protein subunit beta-5
9796_0:0001b6	9796_0	RASSF4	F7BVI6		100049802	Ras association domain family member 4
9796_0:0001b7	9796_0	LOC111767897			111767897	sodium/potassium/calcium exchanger 5
9796_0:0001b8	9796_0	C1H10orf71			102148126	uncharacterized protein C10orf71 homolog
9796_0:0001b9	9796_0	TMEM202	F6QUH1		100063521	Transmembrane protein 202
9796_0:0001ba	9796_0	CDH23			100146534	cadherin-23 isoform X5
9796_0:0001bb	9796_0	LOXL4	F7ADD3		100060832	Lysyl oxidase like 4
9796_0:0001bc	9796_0	LOC100061969	F6XYL6		100061933	LOC100061969
9796_0:0001bd	9796_0	RFX7			100054682	DNA-binding protein RFX7
9796_0:0001be	9796_0	ELL3	F6VY32		100070769	Elongation factor for RNA polymerase II 3
9796_0:0001bf	9796_0	FITM1			100051851	fat storage-inducing transmembrane protein 1
9796_0:0001c0	9796_0	LOC100061470			100061470	cytochrome P450 2C42
9796_0:0001c1	9796_0	BBIP1	F7CDR8		100629163	BBSome interacting protein 1
9796_0:0001c2	9796_0	LOC100072473			100072473	olfactory receptor 4N2
9796_0:0001c3	9796_0	LOC111775709			111775709	anther-specific proline-rich protein APG-like
9796_0:0001c4	9796_0	CHP1	F7CLX6		100056957	Calcineurin like EF-hand protein 1
9796_0:0001c5	9796_0	PLA2G4D			100071025	cytosolic phospholipase A2 delta
9796_0:0001c6	9796_0	SUPV3L1			100072679	ATP-dependent RNA helicase SUPV3L1, mitochondrial isoform X1
9796_0:0001c7	9796_0	FAM174B			102150994	membrane protein FAM174B isoform X1
9796_0:0001c8	9796_0	PDZD7			100070266	PDZ domain-containing protein 7 isoform X1
9796_0:0001c9	9796_0	LOC102148912			102148912	LOW QUALITY PROTEIN: olfactory receptor 4F15-like
9796_0:0001ca	9796_0	MTHFS	F7C3A9		100050004	5-formyltetrahydrofolate cyclo-ligase
9796_0:0001cb	9796_0	TBC1D21	F6PIJ1		100051924	TBC1 domain family member 21
9796_0:0001cc	9796_0	RGS10			100065864	regulator of G-protein signaling 10 isoform X1
9796_0:0001cd	9796_0	BAHD1			100071395	bromo adjacent homology domain-containing 1 protein isoform X1
9796_0:0001ce	9796_0	AKAP13			100070242	A-kinase anchor protein 13 isoform X1
9796_0:0001cf	9796_0	UBAP1L			100630512	ubiquitin-associated protein 1-like isoform X1
9796_0:0001d0	9796_0	MRLN			102149993	myoregulin
9796_0:0001d1	9796_0	GREM1	F6VFY0		100057765	Gremlin
9796_0:0001d2	9796_0	LOC100061400			100061400	cytochrome P450 2C21
9796_0:0001d3	9796_0	LOC111772731			111772731	uncharacterized protein LOC111772731 isoform X1
9796_0:0001d4	9796_0	IGDCC4			100066342	immunoglobulin superfamily DCC subclass member 4 isoform X1
9796_0:0001d5	9796_0	FSD2			100068362	fibronectin type III and SPRY domain-containing protein 2
9796_0:0001d6	9796_0	ECHS1			100066748	enoyl-CoA hydratase, mitochondrial
9796_0:0001d7	9796_0	UNC45A			100053485	protein unc-45 homolog A isoform X1
9796_0:0001d8	9796_0	TAF5L	F6QHX1		100065406	TATA-box binding protein associated factor 5 like
9796_0:0001d9	9796_0	LOC100056155			100056155	uncharacterized protein LOC100056155
9796_0:0001da	9796_0	TEX9	F6YJX1		100054636	Testis expressed 9
9796_0:0001db	9796_0	LOC106782070			106782070	forkhead box protein G1-like isoform X1
9796_0:0001dc	9796_0	ZDHHC6			100147504	palmitoyltransferase ZDHHC6 isoform X1
9796_0:0001dd	9796_0	SHOC2			100059268	leucine-rich repeat protein SHOC-2
9796_0:0001de	9796_0	LOC100072592			100072592	purine nucleoside phosphorylase isoform X1
9796_0:0001df	9796_0	MGMT			100049801	methylated-DNA--protein-cysteine methyltransferase isoform X1
9796_0:0001e0	9796_0	LDB1	F6Q285		100060168	LIM domain binding 1
9796_0:0001e1	9796_0	BAG3			100065784	BAG family molecular chaperone regulator 3 isoform X1
9796_0:0001e2	9796_0	LOC100072007	F6X2F7		100072007	Olfactory receptor
9796_0:0001e3	9796_0	CWF19L1	F6X7E1		100060550	CWF19 like 1, cell cycle control (S. pombe)
9796_0:0001e4	9796_0	PIK3AP1			100070796	phosphoinositide 3-kinase adapter protein 1 isoform X1
9796_0:0001e5	9796_0	MAP3K21			100059834	mitogen-activated protein kinase kinase kinase 21 isoform X1
9796_0:0001e6	9796_0	ZWINT			100072070	ZW10 interactor isoform X1
9796_0:0001e7	9796_0	FOXB1			100067939	forkhead box protein B1
9796_0:0001e8	9796_0	MYOF			100071199	myoferlin isoform X1
9796_0:0001e9	9796_0	MAN2A2			100053432	alpha-mannosidase 2x isoform X1
9796_0:0001ea	9796_0	LOC102149234			102149234	LOW QUALITY PROTEIN: adenylyl cyclase-associated protein 1-like
9796_0:0001eb	9796_0	SNRPN			106780830	small nuclear ribonucleoprotein-associated protein N
9796_0:0001ec	9796_0	KIF20B			100062109	kinesin-like protein KIF20B isoform X1
9796_0:0001ed	9796_0	LOC100072117	F7A855		100072117	Olfactory receptor
9796_0:0001ee	9796_0	DHRS4	F7B549		100054994	DHRS4
9796_0:0001ef	9796_0	CSGALNACT2			100050200	chondroitin sulfate N-acetylgalactosaminyltransferase 2 isoform X1
9796_0:0001f0	9796_0	FOXI2			100147693	forkhead box protein I2
9796_0:0001f1	9796_0	LOC106782093	F7DFF5		106782093	Olfactory receptor
9796_0:0001f2	9796_0	OSGEP	F7C4W2		100058606	Probable tRNA N6-adenosine threonylcarbamoyltransferase
9796_0:0001f3	9796_0	LOC100061806			100061806	olfactory receptor 2AP1-like
9796_0:0001f4	9796_0	AQP9	F6QVP2		100054508	Aquaporin 9
9796_0:0001f5	9796_0	GNG4			100058605	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-4
9796_0:0001f6	9796_0	PSME2	F7AS57		100051729	Proteasome activator subunit 2
9796_0:0001f7	9796_0	CHRM5	F6U3J9		100057856	Muscarinic acetylcholine receptor
9796_0:0001f8	9796_0	SHF			100070534	SH2 domain-containing adapter protein F isoform X1
9796_0:0001f9	9796_0	CYP26A1	F6ZB62		100061805	Cytochrome P450 family 26 subfamily A member 1
9796_0:0001fa	9796_0	PAPSS2			100071740	bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2 isoform X1
9796_0:0001fb	9796_0	ZSCAN2			100068602	zinc finger and SCAN domain-containing protein 2 isoform X1
9796_0:0001fc	9796_0	PWWP2B			100051318	PWWP domain-containing protein 2B isoform X5
9796_0:0001fd	9796_0	PAX2			100070326	paired box protein Pax-2 isoform X1
9796_0:0001fe	9796_0	PTPRE			100049870	receptor-type tyrosine-protein phosphatase epsilon isoform X1
9796_0:0001ff	9796_0	LOC106782180			106782180	deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial isoform X1
9796_0:000200	9796_0	EEF1AKMT2			100147506	EEF1A lysine methyltransferase 2 isoform X1
9796_0:000201	9796_0	NEUROG3			100147114	neurogenin-3
9796_0:000202	9796_0	HKDC1	F6PXA5		100072686	Hexokinase domain containing 1
9796_0:000203	9796_0	IKZF5	F7DJ86		100058131	IKAROS family zinc finger 5
9796_0:000204	9796_0	LOC106782163			106782163	uncharacterized protein LOC106782163
9796_0:000205	9796_0	LOC102149743			102149743	uncharacterized protein LOC102149743 isoform X4
9796_0:000206	9796_0	IQGAP1			100068724	ras GTPase-activating-like protein IQGAP1 isoform X1
9796_0:000207	9796_0	GPRIN2	F7AZG0		100052165	G protein regulated inducer of neurite outgrowth 2
9796_0:000208	9796_0	SAV1			100066557	protein salvador homolog 1 isoform X1
9796_0:000209	9796_0	ARIH1			100063423	E3 ubiquitin-protein ligase ARIH1 isoform X1
9796_0:00020a	9796_0	HCN4			100063001	potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4
9796_0:00020b	9796_0	VSTM4			100063099	V-set and transmembrane domain-containing protein 4 isoform X1
9796_0:00020c	9796_0	FBXL22			100053985	F-box and leucine-rich protein 22
9796_0:00020d	9796_0	CXCL12	F7DYQ8		100049872	C-X-C motif chemokine ligand 12
9796_0:00020e	9796_0	NANOS1			111772996	nanos homolog 1
9796_0:00020f	9796_0	FRMD5			100070709	FERM domain-containing protein 5 isoform X1
9796_0:000210	9796_0	RCCD1			100068990	RCC1 domain-containing protein 1 isoform X1
9796_0:000211	9796_0	LOC111775628			111775628	pro-cathepsin H-like
9796_0:000212	9796_0	CATSPER2			100070776	cation channel sperm-associated protein 2 isoform X1
9796_0:000213	9796_0	GALNT2			100065695	polypeptide N-acetylgalactosaminyltransferase 2 isoform X1
9796_0:000214	9796_0	TTC5			100072565	tetratricopeptide repeat protein 5 isoform X1
9796_0:000215	9796_0	DPYSL4			100051460	dihydropyrimidinase-related protein 4
9796_0:000216	9796_0	SFRP5			100070673	secreted frizzled-related protein 5
9796_0:000217	9796_0	TCF7L2			100059146	transcription factor 7-like 2 isoform X1
9796_0:000218	9796_0	SRP54	F7ASN4		100050647	Signal recognition particle 54 kDa protein
9796_0:000219	9796_0	LOC100052638			100052638	granzyme B isoform X1
9796_0:00021a	9796_0	ACSL5	F6VV97		100059190	Acyl-CoA synthetase long chain family member 5
9796_0:00021b	9796_0	MYO1E			100068162	unconventional myosin-Ie isoform X1
9796_0:00021c	9796_0	GRID1			100064635	glutamate receptor ionotropic, delta-1 isoform X1
9796_0:00021d	9796_0	K9K4M4_HORSE	K9K4M4		100050879	Tubulin-specific chaperone E-like protein
9796_0:00021e	9796_0	TIAL1			100058604	nucleolysin TIAR isoform X1
9796_0:00021f	9796_0	ARHGAP22			100063193	rho GTPase-activating protein 22 isoform X1
9796_0:000220	9796_0	LOC111769118			111769118	spidroin-1-like
9796_0:000221	9796_0	CDK1	F6ZNV2		100072299	Cell division protein kinase 1-like protein
9796_0:000222	9796_0	LOC100058990			100058990	interferon-induced protein with tetratricopeptide repeats 1
9796_0:000223	9796_0	SCAMP2	F6TLH4		100062111	Secretory carrier-associated membrane protein
9796_0:000224	9796_0	MCEE			100059601	methylmalonyl-CoA epimerase, mitochondrial
9796_0:000225	9796_0	NODAL	F6Y3I3		100072735	Nodal growth differentiation factor
9796_0:000226	9796_0	OR4K13			100072092	olfactory receptor 4K13
9796_0:000227	9796_0	GANC			100070973	neutral alpha-glucosidase C isoform X1
9796_0:000228	9796_0	CKMT1A	F6TCR6		100056283	CKMT1A
9796_0:000229	9796_0	CLEC14A			100060344	C-type lectin domain family 14 member A
9796_0:00022a	9796_0	LGI1	F6QPB4		100061710	Leucine rich glioma inactivated 1
9796_0:00022b	9796_0	GCNT3			100068109	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3
9796_0:00022c	9796_0	FURIN	F7DHR9		100068931	Furin, paired basic amino acid cleaving enzyme
9796_0:00022d	9796_0	CCDC186			100059030	coiled-coil domain-containing protein 186
9796_0:00022e	9796_0	IDH3A			100060114	isocitrate dehydrogenase 
9796_0:00022f	9796_0	INPP5F			100065762	phosphatidylinositide phosphatase SAC2 isoform X5
9796_0:000230	9796_0	VPS26A			102149786	vacuolar protein sorting-associated protein 26A isoform X1
9796_0:000231	9796_0	DHX32	F7DJX5		100056281	DEAH-box helicase 32 (putative)
9796_0:000232	9796_0	MTFMT			100066582	LOW QUALITY PROTEIN: methionyl-tRNA formyltransferase, mitochondrial
